https://www.amazon.com/Dell-Compatible-SFP-BXD-DL-Bi-Directional-Transceiver/dp/B01ICXYFU2/ref=sr_1_4183?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Networking+Transceivers&qid=1624452138&s=pc&sr=1-4183&ts_id=537316,Networking,HPC Optics Compatible with Dell 1000BASE-BX-D 10km Bi-Directional SFP Transceiver | 1G BIDI 1490/1310 Simplex SFP-BXD-DL,https://m.media-amazon.com/images/I/71T-ohTRMVL._AC_UY1500_.jpg, HPC Optics," 100% Compatible with Dell (Part Number SFP-BXD-DL)
Bi-Directional SFP Transceiver Module, 1.25 Gbps Data Rate
1000BASE-BX-D (BIDI) Gigabit Ethernet, Singlemode Fiber (SMF)
Tx-1490nm / Rx-1310nm Wavelength, 10km Reach, Simplex LC Connector
LIFETIME WARRANTY",Dell SFP-BXD-DL (100% Compatible) 1000BASE-BX-D 1490/1310 Simplex 10km BIDI Bi-Directional SFP Transceiver
https://www.amazon.com/Juniper-740-011613-1000BASE-SX-Transceiver-EX-SFP-1GE-SX/dp/B076QHYFBG/ref=sr_1_4184?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Networking+Transceivers&qid=1624452138&s=pc&sr=1-4184&ts_id=537316,Networking,No Record,https://m.media-amazon.com/images/I/71bzH1Vn-4L._AC_UY1500_.jpg, SonicWall, New Juniper 740-011613 1000BASE-SX SFP Transceiver New EX-SFP-1GE-SX,New Juniper 740-011613 1000BASE-SX SFP Transceiver New EX-SFP-1GE-SX
https://www.amazon.com/HEWLETT-J9099B-PROCURVE-100-BX-D-TRANSCEIVER/dp/B001NBF3RU/ref=sr_1_4187?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Networking+Transceivers&qid=1624452138&s=pc&sr=1-4187&ts_id=537316,Networking,HEWLETT PACKARD J9099B PROCURVE 100-BX-D SFP-LC TRANSCEIVER,https://m.media-amazon.com/images/I/71zDqSrDt3L._AC_UY1500_.jpg,HP NETWORKING, Hp Procurve 100-bx-d Sfp Transceiver - 1 X 100base-bx10 - Weee Compliance,"SFP (mini-GBIC) transceiver module - LC - for HP 1410, 1810, 2530, E2520, E2610, E2615, E2810, E2910, E2915, E3500, E5406, E6200, E6600"
https://www.amazon.com/EBYTE-E22-900T22S-Wireless-Transceiver-Transmitter/dp/B07R58G187/ref=sr_1_4188?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Networking+Transceivers&qid=1624452138&s=pc&sr=1-4188&ts_id=537316,Networking,EBYTE SX1262 UART 868MHz 915MHz TCXO E22-900T22S LoRa Net Working RSSI Wireless Transceiver 22dBm SMD IPEX Stamp Hole RF Module Transmitter,https://m.media-amazon.com/images/I/61ADVw4I5WS._AC_UY1500_.jpg, EBYTE,"Application: Home security alarm and remote keyless entry?Smart home and industrial sensors?Wireless alarm security system?Building automation solutions?Wireless industrial-grade remote control?Health care products?Advanced Meter Reading Architecture(AMI)?Automotive industry applications
Support new generation LoRa technology based on SX1262?Compared with SX1276, the power consumption of hardware is reduced by 40%,and the power consumption of software is reduced by 35%; Compared with the SX1276, for the same power consumption, the transmission power is increased by 80%;
Communication distance tested is up to 7km; Maximum transmission power of 160mW, software multi-level adjustable?Support the global license-free ISM 868/915MHz band?Support air date rate of 0.3kbps?62.5kbps?
Low power consumption for battery supplied applications?Support 3.3V~5.5V power supply, power supply over 5.0 V can guarantee the best performance? Industrial grade standard design, support -40 ~ 85 °C for working over a long time?
IPEX and stamp hole optional, good for secondary development and integration.
›
See more product details","[IC] : SX1262  [Frequency] : 850.125~930.125MHz  [Power] : 22dBm  [Distance] : 5km  [Interface] : UART   [Introduction] : E22-900T22S is a wireless serial port module (UART) based on SEMTECH's SX1262 RF chip. It has multiple transmission modes, working in the 850.125MHz~930.125MHz, (default 900.125MHz), LoRa spread spectrum technology, TTL level output, compatible with 3.3V and 5V IO port voltage.   LoRa direct sequence spread spectrum technology will bring longer communication distance, and has the advantages of concentrated power density and strong anti-interference ability. The module has a software FEC forward error correction algorithm, which has high coding efficiency and strong error correction capability. In the case of sudden interference, it can actively correct the interfered data packets, greatly improving reliability and transmission distance. When without FEC, such packets can only be discarded. The module has data encryption. Data transmitted over the air, with randomness, makes data interception meaningless through strict encryption and decryption algorithms. The module reserves multiple IO interfaces to provide custom development services.It supports packet length setting and also supports different real-time and data packet."
https://www.amazon.com/01-Optical-Practical-Transceivers-Network/dp/B08ZXYG7X7/ref=sr_1_4189?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Networking+Transceivers&qid=1624452138&s=pc&sr=1-4189&ts_id=537316,Networking,"01 PVC Cable, SFP Cable, with Sfp Optical Ports Practical for Transceivers Network Cards",https://m.media-amazon.com/images/I/51RnlMOHs6L._AC_UY1500_.jpg, 01," High performance connection cable, SFP to SFP connector. The data rate is 25Gbps.
Made of environmentally friendly PVC material, this cable is sturdy and durable.
The cable length is 1 meter, which is more flexible, practical and convenient.
Applicable to exchanger, routers, firewalls, network cards, transceivers, etc. with SFP optical ports.
Widely compatible with fiber optic equipment such as for Cisco/ Huawei / H3C / TP-LINK / ZTE / Ruijie.",
https://www.amazon.com/Cisco-Fibre-Channel-Switching-Module/dp/B002PEC6EC/ref=sr_1_4191?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Networking+Transceivers&qid=1624452138&s=pc&sr=1-4191&ts_id=537316,Networking,Cisco 8 Gbps Fibre Channel SFP+ Switching Module - 1 x Fiber Channel8,https://m.media-amazon.com/images/I/51HnXV++dhL._AC_UY1500_.jpg, Cisco," Cisco 8 Gaps Fiber Channel Sap+ Switching Module - 1 X Fiber Channel
The package length is 1.6 centimeters
The package height is 22 centimeters
The package width is 16.5 centimeters",cisco Mds 9000 Family 8-gbps Fibre Channel Switching Modules Deliver The Intelligence And The High Performance Required To Support The Most Demanding Storage Applications Providing The Foundation For Large Scale Storage Area Network (san) Consolidation
https://www.amazon.com/Transmitters-Receivers-Transceivers-10GBASE-SR-10-5trnscvr/dp/B00HKJ3CC2/ref=sr_1_4194?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Networking+Transceivers&qid=1624452138&s=pc&sr=1-4194&ts_id=537316,Networking,"Fiber Optic Transmitters, Receivers, Transceivers PIN 10GBASE-SR 1200 Mx-SNL-I 10.5trnscvr",https://m.media-amazon.com/images/I/31QQI5-Z-qL._AC_UY1500_.jpg, Finisar, Finisars FTLX8573D3BTL Industrial Temperature 10Gb/s SFP+ transceivers are designed for use in,"Finisars FTLX8573D3BTL Industrial Temperature 10Gb/s SFP+ transceivers are designed for use in 10-Gigabit Ethernet links over multimode fiber. They are compliant with SFF-8431, SFF-8432, IEEE 802.3ae 10GBASE-SR/SW and 10G Fibre Channel 1200-Mx-SN-I. Digital diagnostics functions are available via a 2-wire serial interface, as specified in SFF-8472. The FTLX8573D3BTL is a limiting module, i.e., it employs a limiting receiver. Host board designers using an EDC PHY IC should follow the IC manufacturers recommended settings for interoperating the host-board EDC PHY with a limiting receiver SFP+ module. The transceiver is RoHS compliant and lead free per Directive 2011/65/EU, and Finisar Application Note AN-2038. Application/Usage: Optical Network Application/Usage: Data Networking Product Type: SFP+ Product Type: SFP+ Manufacturer Part Number: FTLX8573D3BTL Interfaces/Ports Details: 1 x LC 10GBase-SR Network Network Technology: 10GBase-SR Connector Type: LC Manufacturer: Finisar Corporation Product Name: SFP+ Transceiver Module Network Technology: 10GBase-SR Brand Name: Finisar Brand Name: Finisar Maximum Data Transfer Rate: 10.5 Ethernet Technology: 10 Gigabit Ethernet Media Type Supported: Optical Fiber Environmentally Friendly: Yes Environmental Certification: RoHS Ethernet Technology: 10 Gigabit Ethernet Media Type Supported: Optical Fiber Fiber Mode Supported: Multi-mode Total Number of Ports: 1"
https://www.amazon.com/Plastic-pulley-Single-double-gear-arduino/dp/B07FSHWH9M/ref=sr_1_4197?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Networking+Transceivers&qid=1624452138&s=pc&sr=1-4197&ts_id=537316,Networking,"10 sets 75PCS a lot,Plastic gear,rack, pulley, belt,Worm gear,Single-and double-gear,8-56 teeth for arduino diy kit",https://m.media-amazon.com/images/I/61IMqjNzcjL._AC_UY1500_.jpg, kunwangaetc," is_customized:Yes
75 kinds of gear package, It can be used whether model, toys, cars, planes, remote control toys. This package including gear, rack, pulley and belt drive a total of 75 parts
The package including :
9 kind of Spindle gear
11 kind of Crown gear",Type:Voltage RegulatorCondition:NewApplication:ComputerSupply Voltage:1Dissipation Power:112 kind of Single gear19 kind of Double gear7 kind of Belt pulley2 kind of Worm gear5 kind of Belt2 PCS Connect rack6 PCS Axle sleeve1 PC Tee Axle Sleeve1 PC Bevel gearUnit Type:lot (10 Sets/lot)Package Weight:0.2kg (0.44lb.)Package Size:8cm x 8cm x 5cm (3.15in x 3.15in x 1.97in)
https://www.amazon.com/Mikrotik-MikroTik-S-C47DLC40D/dp/B07GD2MS4D/ref=sr_1_4198?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Networking+Transceivers&qid=1624452138&s=pc&sr=1-4198&ts_id=537316,Networking,MikroTik S-C47DLC40D,https://m.media-amazon.com/images/I/61mNLYm6asL._AC_UY1500_.jpg, MikroTik," SFP CWDM module
Speed: 1.25Gbps
Wave-length: 1470nm
Connector: Dual LC DDM
Operating Distance: 40km",SFP CWDM module 1.25G SM 40km 1470nm Dual LC-connector DDM CWDM in your network will allow you to: increase efficiency of existing fiber network provide scalable and easy-to-deploy fiber channel services reduce electricity consumption reduce equipment maintenance and installation costs
https://www.amazon.com/Wireless-Sniffer-Protocol-Analyzer-Interface/dp/B07K8V29TH/ref=sr_1_4200?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Networking+Transceivers&qid=1624452138&s=pc&sr=1-4200&ts_id=537316,Networking,YiYaYo Wireless Zigbee CC2531 Sniffer Bare Board Packet Protocol Analyzer Module USB Interface Dongle Capture Packet Module,https://m.media-amazon.com/images/I/51jdyVj0lAL._AC_UY1500_.jpg, YiYaYo," Operating Frequency:2.405-2.485GHz
Wireless Transmission Speed Rate:250Kbaud
Power Consumption:<20mA (receiving);<25mA (transmission)
Lead Out 8 IO Ports
Matching Firmware To Achieve Analyzer Function",Size: 4.1*1.6cm Board Thickness:1.6mm Operating Frequency:2.405-2.485GHz Wireless Transmission Speed Rate:250Kbaud Power Consumption:<20mA (receiving);<25mA (transmission) Features: Lead Out 8 IO Ports Debug Pin Matching Firmware To Achieve Analyzer Function
